RMSD(ArbAlign),nameA,nameB,reflect,swap
1.2115090835355997,8w4x_BGCGLC,8w4x_sugars_model_32_chainC_pH74,"(-1, 1, -1)","(1, 2, 0)"
1.1760616967530855,8w4x_BGCGLC,8w4x_sugars_model_33_chainC_pH74,"(-1, -1, 1)","(2, 0, 1)"
1.0251157915694173,8w4x_BGCGLC,8w4x_sugars_model_34_chainC_pH74,"(-1, -1, -1)","(0, 2, 1)"
1.0098624641333636,8w4x_BGCGLC,8w4x_sugars_model_35_chainC_pH74,"(1, -1, 1)","(0, 2, 1)"
1.6516575679620962,8w4x_BGCGLC,8w4x_sugars_model_36_chainC_pH74,"(-1, 1, -1)","(1, 0, 2)"
1.4843789458648888,8w4x_BGCGLC,8w4x_sugars_model_37_chainC_pH74,"(1, 1, -1)","(0, 1, 2)"
1.0635676331600912,8w4x_BGCGLC,8w4x_sugars_model_38_chainC_pH74,"(1, 1, -1)","(2, 1, 0)"
0.4644730558572454,8w4x_BGCGLC,8w4x_sugars_model_39_chainC_pH74,"(1, -1, -1)","(2, 0, 1)"
1.6228537902499671,8w4x_BGCGLC,8w4x_sugars_model_40_chainC_pH74,"(1, -1, 1)","(0, 2, 1)"
1.1799557863579735,8w4x_BGCGLC,8w4x_sugars_model_41_chainC_pH74,"(1, 1, 1)","(2, 0, 1)"
1.1843117240398162,8w4x_BGCGLC,8w4x_sugars_model_42_chainC_pH74,"(1, -1, 1)","(1, 0, 2)"
1.0402738588132692,8w4x_BGCGLC,8w4x_sugars_model_43_chainC_pH74,"(-1, 1, 1)","(2, 1, 0)"
1.3207913856995768,8w4x_BGCGLC,8w4x_sugars_model_44_chainC_pH74,"(1, 1, -1)","(2, 1, 0)"
1.203093850375988,8w4x_BGCGLC,8w4x_sugars_model_45_chainC_pH74,"(1, -1, 1)","(2, 1, 0)"
1.061370608917497,8w4x_BGCGLC,8w4x_sugars_model_46_chainC_pH74,"(1, 1, 1)","(0, 1, 2)"
1.054469449197091,8w4x_BGCGLC,8w4x_sugars_model_47_chainC_pH74,"(-1, -1, 1)","(1, 2, 0)"
1.1032684748241524,8w4x_BGCGLC,8w4x_sugars_model_48_chainC_pH74,"(-1, 1, 1)","(0, 2, 1)"
1.5355610642150703,8w4x_BGCGLC,8w4x_sugars_model_49_chainC_pH74,"(1, 1, -1)","(2, 1, 0)"
